customer_count,vehicle_capacity,instance_name,timing_variant,source_folder,selected_run_timestamp,run_folder_count,run_classification,algorithm,timing_model,base_timing_model,timing_repair_model,fixed_timing_repair_scope,depot_ready_time,depot_ready_time_label,outbound_departure_time,working_day_end_time,working_day_end_time_label,service_time_per_customer_hours_estimate,average_speed_estimate,depot_handling_time,n_suppliers,direct_delivery_threshold,seed,grid_size,n_supplier_direct_customers,n_depot_customers,supplier_direct_routing_scope,depot_routing_scope,customer_delivery_distance,supplier_depot_replenishment_distance,total_system_distance,pre_repair_customer_delivery_distance,post_repair_customer_delivery_distance,pre_repair_total_system_distance,post_repair_total_system_distance,pre_repair_depot_outbound_distance,post_repair_depot_outbound_distance,depot_outbound_distance_change_after_repair,distance_change_after_repair,distance_change_after_repair_pct,matched_fixed_total_system_distance,split_vs_fixed_total_system_distance_delta,split_vs_fixed_total_system_distance_delta_pct,total_routes,pre_repair_total_routes,post_repair_total_routes,depot_routes,pre_repair_depot_routes,post_repair_depot_routes,route_count_change_after_repair,depot_route_count_change_after_repair,routes_added_by_repair,timing_routes_checked,timing_feasible_routes,timing_infeasible_routes,pre_repair_timing_infeasible_routes,post_repair_timing_infeasible_routes,infeasible_route_change_after_repair,infeasible_timing_route_ids,infeasible_timing_customers,latest_finish_time,latest_finish_time_label,pre_repair_latest_finish_time,pre_repair_latest_finish_time_label,post_repair_latest_finish_time,post_repair_latest_finish_time_label,max_route_duration,avg_route_duration,repair_attempts,successful_repairs,unresolved_repairs,unresolved_infeasible_route_ids,unresolved_customers,overall_timing_feasible,depot_timing_feasibility,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,avg_utilisation,min_utilisation,max_utilisation,depot_avg_utilisation,route_records_count,pre_repair_route_records_count,repair_records_count,best_n_remove,tested_n_remove_values,n_remove_applicability,notes_or_warnings
80,25,80c_cap25,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170807,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,40,29,51,supplier_region,global_depot_pool,745.7449181373408,192.0,937.7449181373408,745.7449181373408,,937.7449181373408,,,,,,,937.7449181373408,,,13,13,,5,5,,,,,5,5,0,0,,,[],[],13.890725077459216,13:53,13.890725077459216,13:53,,,4.890725077459216,4.071253229145407,,,,,,True,True,True,True,True,True,0.8646153846153847,0.44,1.0,0.96,5,5,0,,,not_applicable_section_6_5_is_not_lns,
80,25,80c_cap25,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191002,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,40,29,51,supplier_region,global_depot_pool,745.7449181373408,192.0,937.7449181373408,745.7449181373408,745.7449181373408,937.7449181373408,937.7449181373408,355.68798437181107,355.68798437181107,0.0,0.0,0.0,937.7449181373408,0.0,0.0,13,5,13,5,5,5,8.0,0.0,0.0,5,5,0,0,0,0.0,[],[],13.890725077459216,13:53,13.890725077459216,13:53,13.890725077459216,13:53,4.890725077459216,4.071253229145407,0,0,0,[],,True,True,True,True,True,True,0.8646153846153847,0.44,1.0,0.96,5,5,5,,,not_applicable_section_6_5_is_not_lns,
80,35,80c_cap35,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170808,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666666,30.0,not_applicable_fixed_timing,3,5,42,40,29,51,supplier_region,global_depot_pool,620.3949986042885,160.0,780.3949986042885,620.3949986042885,,780.3949986042885,,,,,,,780.3949986042885,,,11,11,,5,5,,,,,5,5,0,0,,,[],[],14.06051684573674,14:04,14.06051684573674,14:04,,,5.060516845736741,3.783700959427171,,,,,,True,True,True,True,True,True,0.7298701298701299,0.3142857142857143,1.0,0.6857142857142857,5,5,0,,,not_applicable_section_6_5_is_not_lns,
80,35,80c_cap35,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191003,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666666,30.0,not_applicable_fixed_timing,3,5,42,40,29,51,supplier_region,global_depot_pool,620.3949986042885,160.0,780.3949986042885,620.3949986042885,620.3949986042885,780.3949986042885,780.3949986042885,312.55514391407576,312.55514391407576,0.0,0.0,0.0,780.3949986042885,0.0,0.0,11,5,11,5,5,5,6.0,0.0,0.0,5,5,0,0,0,0.0,[],[],14.06051684573674,14:04,14.06051684573674,14:04,14.06051684573674,14:04,5.060516845736741,3.783700959427171,0,0,0,[],,True,True,True,True,True,True,0.7298701298701299,0.3142857142857143,1.0,0.6857142857142857,5,5,5,,,not_applicable_section_6_5_is_not_lns,
100,15,100c_cap15,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170809,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,50,36,64,supplier_region,global_depot_pool,1548.3882132372098,440.0,1988.3882132372098,1548.3882132372098,,1988.3882132372098,,,,,,,1988.3882132372098,,,28,28,,11,11,,,,,11,11,0,0,,,[],[],12.875229812915627,12:53,12.875229812915627,12:53,,,3.875229812915627,2.9633462192686597,,,,,,True,True,True,True,True,True,0.8238095238095238,0.4,1.0,0.9090909090909091,11,11,0,,,not_applicable_section_6_5_is_not_lns,
100,15,100c_cap15,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191003,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,50,36,64,supplier_region,global_depot_pool,1548.3882132372098,440.0,1988.3882132372098,1548.3882132372098,1548.3882132372098,1988.3882132372098,1988.3882132372098,657.9042523586578,657.9042523586578,0.0,0.0,0.0,1988.3882132372098,0.0,0.0,28,11,28,11,11,11,17.0,0.0,0.0,11,11,0,0,0,0.0,[],[],12.875229812915627,12:53,12.875229812915627,12:53,12.875229812915627,12:53,3.875229812915627,2.9633462192686597,0,0,0,[],,True,True,True,True,True,True,0.8238095238095238,0.4,1.0,0.9090909090909091,11,11,11,,,not_applicable_section_6_5_is_not_lns,
100,25,100c_cap25,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170809,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,50,36,64,supplier_region,global_depot_pool,1107.8336358545364,320.0,1427.8336358545364,1107.8336358545364,,1427.8336358545364,,,,,,,1427.8336358545364,,,17,17,,7,7,,,,,7,7,0,0,,,[],[],13.647355599626806,13:39,13.647355599626806,13:39,,,4.647355599626806,3.977860108014372,,,,,,True,True,True,True,True,True,0.8141176470588236,0.44,1.0,0.8571428571428571,7,7,0,,,not_applicable_section_6_5_is_not_lns,
100,25,100c_cap25,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191004,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,50,36,64,supplier_region,global_depot_pool,1107.8336358545364,320.0,1427.8336358545364,1107.8336358545364,1107.8336358545364,1427.8336358545364,1427.8336358545364,515.3506226830183,515.3506226830183,0.0,0.0,0.0,1427.8336358545364,0.0,0.0,17,7,17,7,7,7,10.0,0.0,0.0,7,7,0,0,0,0.0,[],[],13.647355599626806,13:39,13.647355599626806,13:39,13.647355599626806,13:39,4.647355599626806,3.977860108014372,0,0,0,[],,True,True,True,True,True,True,0.8141176470588236,0.44,1.0,0.8571428571428571,7,7,7,,,not_applicable_section_6_5_is_not_lns,
100,35,100c_cap35,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170810,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666666,30.0,not_applicable_fixed_timing,3,5,42,50,36,64,supplier_region,global_depot_pool,940.2984713334815,240.0,1180.2984713334815,940.2984713334815,,1180.2984713334815,,,,,,,1180.2984713334815,,,14,14,,6,6,,,,,6,6,0,0,,,[],[],14.884917960359088,14:53,14.884917960359088,14:53,,,5.884917960359088,4.434729950743502,,,,,,True,True,True,True,True,True,0.7061224489795919,0.2571428571428571,1.0,0.7142857142857143,6,6,0,,,not_applicable_section_6_5_is_not_lns,
100,35,100c_cap35,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191005,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666666,30.0,not_applicable_fixed_timing,3,5,42,50,36,64,supplier_region,global_depot_pool,940.2984713334815,240.0,1180.2984713334815,940.2984713334815,940.2984713334815,1180.2984713334815,1180.2984713334815,478.2513911338303,478.2513911338303,0.0,0.0,0.0,1180.2984713334815,0.0,0.0,14,6,14,6,6,6,8.0,0.0,0.0,6,6,0,0,0,0.0,[],[],14.884917960359088,14:53,14.884917960359088,14:53,14.884917960359088,14:53,5.884917960359088,4.434729950743502,0,0,0,[],,True,True,True,True,True,True,0.7061224489795919,0.2571428571428571,1.0,0.7142857142857143,6,6,6,,,not_applicable_section_6_5_is_not_lns,
150,15,150c_cap15,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170811,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666663,30.0,not_applicable_fixed_timing,3,5,42,75,57,93,supplier_region,global_depot_pool,3407.799321342537,960.0,4367.799321342537,3407.799321342537,,4367.799321342537,,,,,,,4367.799321342537,,,41,41,,15,15,,,,,15,15,0,0,,,[],[],14.92123154665927,14:55,14.92123154665927,14:55,,,5.9212315466592695,4.20178222225548,,,,,,True,True,True,True,True,True,0.8634146341463416,0.4,1.0,0.9688888888888889,15,15,0,,,not_applicable_section_6_5_is_not_lns,
150,15,150c_cap15,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191005,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666663,30.0,not_applicable_fixed_timing,3,5,42,75,57,93,supplier_region,global_depot_pool,3407.799321342537,960.0,4367.799321342537,3407.799321342537,3407.799321342537,4367.799321342537,4367.799321342537,1425.8020000149663,1425.8020000149663,0.0,0.0,0.0,4367.799321342537,0.0,0.0,41,15,41,15,15,15,26.0,0.0,0.0,15,15,0,0,0,0.0,[],[],14.92123154665927,14:55,14.92123154665927,14:55,14.92123154665927,14:55,5.9212315466592695,4.20178222225548,0,0,0,[],,True,True,True,True,True,True,0.8634146341463416,0.4,1.0,0.9688888888888889,15,15,15,,,not_applicable_section_6_5_is_not_lns,
150,25,150c_cap25,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170812,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.1666666666666667,30.0,not_applicable_fixed_timing,3,5,42,75,57,93,supplier_region,global_depot_pool,2335.1454350079275,600.0,2935.1454350079275,2335.1454350079275,,2935.1454350079275,,,,,,,2935.1454350079275,,,26,26,,10,10,,,,,10,10,0,0,,,[],[],16.05095612833563,16:03,16.05095612833563,16:03,,,7.050956128335631,5.012342471043334,,,,,,True,True,True,True,True,True,0.8169230769230769,0.24,1.0,0.8720000000000001,10,10,0,,,not_applicable_section_6_5_is_not_lns,
150,25,150c_cap25,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191006,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.1666666666666667,30.0,not_applicable_fixed_timing,3,5,42,75,57,93,supplier_region,global_depot_pool,2335.1454350079275,600.0,2935.1454350079275,2335.1454350079275,2335.1454350079275,2935.1454350079275,2935.1454350079275,1038.7027413130002,1038.7027413130002,0.0,0.0,0.0,2935.1454350079275,0.0,0.0,26,10,26,10,10,10,16.0,0.0,0.0,10,10,0,0,0,0.0,[],[],16.05095612833563,16:03,16.05095612833563,16:03,16.05095612833563,16:03,7.050956128335631,5.012342471043334,0,0,0,[],,True,True,True,True,True,True,0.8169230769230769,0.24,1.0,0.8720000000000001,10,10,10,,,not_applicable_section_6_5_is_not_lns,
150,35,150c_cap35,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170813,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666666,30.0,not_applicable_fixed_timing,3,5,42,75,57,93,supplier_region,global_depot_pool,1945.6999709924216,480.0,2425.6999709924216,1945.6999709924216,,2425.6999709924216,,,,,,,2425.6999709924216,,,19,19,,8,8,,,,,8,8,0,0,,,[],[],16.5184163824387,16:31,16.5184163824387,16:31,,,7.518416382438703,5.659313868793969,,,,,,True,True,True,True,True,True,0.7984962406015037,0.2857142857142857,1.0,0.7785714285714286,8,8,0,,,not_applicable_section_6_5_is_not_lns,
150,35,150c_cap35,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191007,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666666,30.0,not_applicable_fixed_timing,3,5,42,75,57,93,supplier_region,global_depot_pool,1945.6999709924216,480.0,2425.6999709924216,1945.6999709924216,1945.6999709924216,2425.6999709924216,2425.6999709924216,893.2353285105526,893.2353285105526,0.0,0.0,0.0,2425.6999709924216,0.0,0.0,19,8,19,8,8,8,11.0,0.0,0.0,8,8,0,0,0,0.0,[],[],16.5184163824387,16:31,16.5184163824387,16:31,16.5184163824387,16:31,7.518416382438703,5.659313868793969,0,0,0,[],,True,True,True,True,True,True,0.7984962406015037,0.2857142857142857,1.0,0.7785714285714286,8,8,8,,,not_applicable_section_6_5_is_not_lns,
200,15,200c_cap15,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170814,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.1666666666666666,30.0,not_applicable_fixed_timing,3,5,42,100,69,131,supplier_region,global_depot_pool,5747.04406883622,1840.0,7587.04406883622,5747.04406883622,,7587.04406883622,,,,,,,7587.04406883622,,,54,54,,22,22,,,,,22,21,1,1,,,[22],"[33, 77, 80, 98, 121, 189]",18.798724726649894,18:48,18.798724726649894,18:48,,,9.798724726649896,4.769799005436837,,,,,,False,False,True,True,True,True,0.8654320987654321,0.3333333333333333,1.0,0.9757575757575758,22,22,0,,,not_applicable_section_6_5_is_not_lns,timing infeasible
200,15,200c_cap15,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191008,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.1666666666666666,30.0,not_applicable_fixed_timing,3,5,42,100,69,131,supplier_region,global_depot_pool,5819.378827824319,1840.0,7659.378827824319,5747.04406883622,5819.378827824319,7587.04406883622,7659.378827824319,2493.0673435883114,2565.4021025764114,72.33475898810002,72.33475898809957,0.953398429372706,7587.04406883622,72.33475898809957,0.953398429372706,55,22,55,23,22,23,33.0,1.0,1.0,23,23,0,1,0,-1.0,[],[],15.551767984268771,15:33,18.798724726649894,18:48,15.551767984268771,15:33,6.551767984268772,4.667249424023786,1,1,0,[],,True,True,True,True,True,True,0.8496969696969697,0.3333333333333333,1.0,0.9333333333333335,23,22,22,,,not_applicable_section_6_5_is_not_lns,
200,25,200c_cap25,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170816,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,100,69,131,supplier_region,global_depot_pool,3849.316644734236,1120.0,4969.3166447342355,3849.316644734236,,4969.3166447342355,,,,,,,4969.3166447342355,,,31,31,,14,14,,,,,14,14,0,0,,,[],[],17.732997812051934,17:44,17.732997812051934,17:44,,,8.732997812051934,5.919183556008551,,,,,,True,True,True,True,True,True,0.9045161290322581,0.56,1.0,0.92,14,14,0,,,not_applicable_section_6_5_is_not_lns,
200,25,200c_cap25,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191010,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,100,69,131,supplier_region,global_depot_pool,3849.316644734236,1120.0,4969.3166447342355,3849.316644734236,3849.316644734236,4969.3166447342355,4969.3166447342355,1831.0570935235914,1831.0570935235914,0.0,0.0,0.0,4969.3166447342355,0.0,0.0,31,14,31,14,14,14,17.0,0.0,0.0,14,14,0,0,0,0.0,[],[],17.732997812051934,17:44,17.732997812051934,17:44,17.732997812051934,17:44,8.732997812051934,5.919183556008551,0,0,0,[],,True,True,True,True,True,True,0.9045161290322581,0.56,1.0,0.92,14,14,14,,,not_applicable_section_6_5_is_not_lns,
200,35,200c_cap35,fixed_timing,results/hybrid_supplier_customer_kmeans_timing_fixed_v1,run_2026_07_16_170820,1,main,hybrid_supplier_customer_kmeans_timing_fixed_v1,fixed_depot_ready_time,,,,9.0,09:00,9.0,18.0,18:00,0.16666666666666669,30.0,not_applicable_fixed_timing,3,5,42,100,69,131,supplier_region,global_depot_pool,2971.8886701170895,880.0,3851.8886701170895,2971.8886701170895,,3851.8886701170895,,,,,,,3851.8886701170895,,,24,24,,11,11,,,,,11,10,1,1,,,[7],"[5, 10, 11, 17, 73, 89, 111, 129, 131, 139, 158, 177, 183, 192, 198]",18.394405609572217,18:24,18.394405609572217,18:24,,,9.394405609572217,6.441314055878366,,,,,,False,False,True,True,True,True,0.8345238095238097,0.17142857142857143,1.0,0.8363636363636364,11,11,0,,,not_applicable_section_6_5_is_not_lns,timing infeasible
200,35,200c_cap35,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,run_2026_07_16_191012,2,main,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,fixed_depot_ready_time_with_half_split_repair,fixed_depot_ready_time,close_to_half_split_with_2opt,depot routes only after post-relocation 2-opt,9.0,09:00,9.0,18.0,18:00,0.1666666666666667,30.0,not_applicable_fixed_timing,3,5,42,100,69,131,supplier_region,global_depot_pool,3063.2673060452103,880.0,3943.2673060452103,2971.8886701170895,3063.2673060452103,3851.8886701170895,3943.2673060452103,1470.6336384398614,1562.0122743679822,91.37863592812073,91.37863592812073,2.3723072953025666,3851.8886701170895,91.37863592812073,2.3723072953025666,25,11,25,12,11,12,14.0,1.0,1.0,12,12,0,1,0,-1.0,[],[],16.743722929160523,16:45,18.394405609572217,18:24,16.743722929160523,16:45,7.743722929160523,6.158367428799951,1,1,0,[],,True,True,True,True,True,True,0.8011428571428572,0.17142857142857143,1.0,0.7666666666666667,12,11,11,,,not_applicable_section_6_5_is_not_lns,
