customer_count,vehicle_capacity,instance_name,timing_scenario,sensitivity_dimension,scenario_role,source_folder,selected_run_timestamp,run_folder_count,latest_available_run_timestamp,selected_run_is_latest_available,run_classification,algorithm,timing_model,base_timing_model,timing_repair_model,wave_timing_repair_scope,construction,local_search,supplier_direct_routing_scope,depot_routing_scope,relocation_scope,dispatch_waves,dispatch_wave_labels,n_dispatch_waves,has_14_wave,dispatch_waves_source,working_day_end_time,working_day_end_time_label,average_speed,average_speed_source,expected_average_speed,service_time_per_customer,depot_handling_time,depot_handling_time_minutes,supplier_arrival_window_start,supplier_arrival_window_start_label,supplier_arrival_window_end,supplier_arrival_window_end_label,arrival_time_step_minutes,depot_arrival_seed,n_suppliers,direct_delivery_threshold,seed,grid_size,n_supplier_direct_customers,n_depot_customers,customers_per_wave,routes_per_wave,customer_delivery_distance,supplier_depot_replenishment_distance,total_first_echelon_distance,total_system_distance,pre_repair_customer_delivery_distance,post_repair_customer_delivery_distance,pre_repair_total_system_distance,post_repair_total_system_distance,pre_repair_depot_outbound_distance,post_repair_depot_outbound_distance,depot_outbound_distance_change_after_repair,distance_change_after_repair,distance_change_after_repair_pct,total_routes,pre_repair_total_routes,post_repair_total_routes,depot_routes,pre_repair_depot_routes,post_repair_depot_routes,route_count_change_after_repair,depot_route_count_change_after_repair,timing_routes_checked,timing_feasible_routes,timing_infeasible_routes,pre_repair_timing_infeasible_routes,post_repair_timing_infeasible_routes,infeasible_route_change_after_repair,routes_before_goods_ready,pre_repair_routes_before_goods_ready,post_repair_routes_before_goods_ready,routes_exceeding_workday,pre_repair_routes_exceeding_workday,post_repair_routes_exceeding_workday,routes_without_feasible_wave,customers_without_feasible_wave,latest_finish_time,latest_finish_time_label,pre_repair_latest_finish_time,pre_repair_latest_finish_time_label,post_repair_latest_finish_time,post_repair_latest_finish_time_label,max_route_duration,avg_route_duration,avg_waiting_time,max_waiting_time,repair_attempts,successful_repairs,unresolved_repairs,unresolved_customers_count,unresolved_customers,unresolved_route_ids,routes_added_by_repair,overall_timing_feasible,depot_timing_feasibility,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,avg_utilisation,depot_avg_utilisation,hybrid_system_distance_check,scenario_parameter_check,notes_or_warnings
20,15,20c_cap15,added_14_wave,dispatch_policy,sensitivity_variant,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,run_2026_07_17_212253,1,run_2026_07_17_212253,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 14.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""14:00"", ""15:00""]",5,True,config_used.json,18.0,18:00,30,config_used.json,30.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""14:00"": 0, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",115.58790101324328,24.0,24.0,139.58790101324328,115.58790101324328,115.58790101324328,139.58790101324328,139.58790101324328,66.5499757063643,66.5499757063643,0.0,0.0,0.0,11,11,11,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.693663523273175,13:42,13.693663523273175,13:42,13.693663523273175,13:42,1.0194273895465935,0.7308331983686905,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.40606060606060607,0.3,ok,ok,
20,15,20c_cap15,base_speed30,reference,reference,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201710,1,run_2026_07_17_201710,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",4,False,config_used.json,18.0,18:00,30.0,route_record_estimate,30.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",115.58790101324328,24.0,24.0,139.58790101324328,115.58790101324328,115.58790101324328,139.58790101324328,139.58790101324328,66.5499757063643,66.5499757063643,0.0,0.0,0.0,11,11,11,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.693663523273175,13:42,13.693663523273175,13:42,13.693663523273175,13:42,1.0194273895465935,0.7308331983686905,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.40606060606060607,0.3,ok,ok,
20,15,20c_cap15,speed40,speed,sensitivity_variant,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1_40_speed,run_2026_07_17_204103,1,run_2026_07_17_204103,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",4,False,config_used.json,18.0,18:00,40,config_used.json,40.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",115.58790101324328,24.0,24.0,139.58790101324328,115.58790101324328,115.58790101324328,139.58790101324328,139.58790101324328,66.5499757063643,66.5499757063643,0.0,0.0,0.0,11,11,11,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.603580975788214,13:36,13.603580975788214,13:36,13.603580975788214,13:36,0.8895705421599451,0.6384026765542957,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.40606060606060607,0.3,ok,ok,
20,25,20c_cap25,added_14_wave,dispatch_policy,sensitivity_variant,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,run_2026_07_17_212254,1,run_2026_07_17_212254,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 14.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""14:00"", ""15:00""]",5,True,config_used.json,18.0,18:00,30,config_used.json,30.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""14:00"": 0, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",98.23786144998746,24.0,24.0,122.23786144998746,98.23786144998746,98.23786144998746,122.23786144998746,122.23786144998746,66.5499757063643,66.5499757063643,0.0,0.0,0.0,9,9,9,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.693663523273175,13:42,13.693663523273175,13:42,13.693663523273175,13:42,1.0194273895465935,0.7308331983686905,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.2977777777777778,0.18000000000000002,ok,ok,
20,25,20c_cap25,base_speed30,reference,reference,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201711,1,run_2026_07_17_201711,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",4,False,config_used.json,18.0,18:00,30.0,route_record_estimate,30.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",98.23786144998746,24.0,24.0,122.23786144998746,98.23786144998746,98.23786144998746,122.23786144998746,122.23786144998746,66.5499757063643,66.5499757063643,0.0,0.0,0.0,9,9,9,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.693663523273175,13:42,13.693663523273175,13:42,13.693663523273175,13:42,1.0194273895465935,0.7308331983686905,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.2977777777777778,0.18000000000000002,ok,ok,
20,25,20c_cap25,speed40,speed,sensitivity_variant,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1_40_speed,run_2026_07_17_204104,1,run_2026_07_17_204104,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",4,False,config_used.json,18.0,18:00,40,config_used.json,40.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",98.23786144998746,24.0,24.0,122.23786144998746,98.23786144998746,98.23786144998746,122.23786144998746,122.23786144998746,66.5499757063643,66.5499757063643,0.0,0.0,0.0,9,9,9,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.603580975788214,13:36,13.603580975788214,13:36,13.603580975788214,13:36,0.8895705421599451,0.6384026765542957,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.2977777777777778,0.18000000000000002,ok,ok,
20,35,20c_cap35,added_14_wave,dispatch_policy,sensitivity_variant,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,run_2026_07_17_212254,1,run_2026_07_17_212254,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 14.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""14:00"", ""15:00""]",5,True,config_used.json,18.0,18:00,30,config_used.json,30.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""14:00"": 0, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",98.23786144998746,24.0,24.0,122.23786144998746,98.23786144998746,98.23786144998746,122.23786144998746,122.23786144998746,66.5499757063643,66.5499757063643,0.0,0.0,0.0,9,9,9,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.693663523273175,13:42,13.693663523273175,13:42,13.693663523273175,13:42,1.0194273895465935,0.7308331983686905,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.21269841269841266,0.1285714285714286,ok,ok,
20,35,20c_cap35,base_speed30,reference,reference,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201711,1,run_2026_07_17_201711,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",4,False,config_used.json,18.0,18:00,30.0,route_record_estimate,30.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",98.23786144998746,24.0,24.0,122.23786144998746,98.23786144998746,98.23786144998746,122.23786144998746,122.23786144998746,66.5499757063643,66.5499757063643,0.0,0.0,0.0,9,9,9,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.693663523273175,13:42,13.693663523273175,13:42,13.693663523273175,13:42,1.0194273895465935,0.7308331983686905,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.21269841269841266,0.1285714285714286,ok,ok,
20,35,20c_cap35,speed40,speed,sensitivity_variant,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1_40_speed,run_2026_07_17_204104,1,run_2026_07_17_204104,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",4,False,config_used.json,18.0,18:00,40,config_used.json,40.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,10,7,13,"{""09:00"": 4, ""11:00"": 5, ""13:00"": 4, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 2, ""13:00"": 2}",98.23786144998746,24.0,24.0,122.23786144998746,98.23786144998746,98.23786144998746,122.23786144998746,122.23786144998746,66.5499757063643,66.5499757063643,0.0,0.0,0.0,9,9,9,6,6,6,0.0,0.0,6,6,0,0,0,0.0,0,0,0,0,0,0,0,0,13.603580975788214,13:36,13.603580975788214,13:36,13.603580975788214,13:36,0.8895705421599451,0.6384026765542957,15,45,0,0,0,0,[],,0,True,True,True,True,True,True,0.21269841269841266,0.1285714285714286,ok,ok,
40,15,40c_cap15,added_14_wave,dispatch_policy,sensitivity_variant,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,run_2026_07_17_212255,1,run_2026_07_17_212255,True,main,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",angular_partition supplier-direct assignment + depot customer dispatch-wave assignment + per-wave kmeans_clustering + nearest_neighbor + 2-opt + same-wave duration split repair,2-opt + supplier-level 1-0 relocation + 2-opt + simple split repair,supplier_region,global_depot_pool_by_dispatch_wave,supplier_direct_routes within supplier region; depot routes within dispatch-wave bucket,"[9.0, 11.0, 13.0, 14.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""14:00"", ""15:00""]",5,True,config_used.json,18.0,18:00,30,config_used.json,30.0,0.16666666666666666,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,20,15,25,"{""09:00"": 5, ""11:00"": 9, ""13:00"": 10, ""14:00"": 1, ""15:00"": 0}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 2, ""14:00"": 1}",366.0353041541975,96.0,96.0,462.0353041541975,366.0353041541975,366.0353041541975,462.0353041541975,462.0353041541975,192.6695023417123,192.6695023417123,0.0,0.0,0.0,16,16,16,8,8,8,0.0,0.0,8,8,0,0,0,0.0,0,0,0,0,0,0,0,0,15.385526874767532,15:23,15.385526874767532,15:23,15.385526874767532,15:23,2.3855268747675313,1.3236229264238013,26,90,0,0,0,0,[],,0,True,True,True,True,True,True,0.5833333333333334,0.4583333333333334,ok,ok,
