customer_count,vehicle_capacity,instance_name,routing_case,structure_variant,operator_pair,destroy_operator,repair_operator,source_folder,selected_run_timestamp,run_folder_count,metrics_source_file,baseline_distance,lns_distance,baseline_total_system_distance,lns_total_system_distance,customer_delivery_distance,supplier_depot_replenishment_distance,absolute_improvement,percent_improvement,customer_delivery_improvement_distance,customer_delivery_improvement_percent,system_improvement_distance,system_improvement_percent,best_n_remove,tested_n_remove_values,iterations,seed,temperature_initial,cooling_rate,temperature_minimum,n_routes,avg_utilisation,min_utilisation,max_utilisation,accepted_moves,rejected_moves,best_iteration,runtime_seconds,supplier_count,worst_removal_randomness,related_removal_randomness,distance_weight,demand_weight,route_weight,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,hybrid_system_distance_check,ranking_distance_used,notes_or_warnings
60,15,60c_cap15,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_12_124046,1,lns_sa_metrics_best.json,683.447635460772,629.651674510623,875.447635460772,821.651674510623,629.651674510623,192.0,53.795960950148924,6.144966160292916,53.795960950148924,7.871263014009895,53.795960950148924,6.144966160292916,14,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,18,0.8222222222222221,0.7333333333333333,1.0,65,135,,0.2011091709136963,3,,,,,,,,,,ok,821.651674510623,
60,25,60c_cap25,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_12_124048,1,lns_sa_metrics_best.json,477.911393962637,456.24301007833884,597.911393962637,576.2430100783388,456.24301007833884,120.0,21.668383884298237,3.6240125381608426,21.66838388429818,4.533975159000333,21.668383884298237,3.6240125381608426,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,11,0.8072727272727274,0.44,1.0,134,66,,0.12044978141784668,3,,,,,,,,,,ok,576.2430100783388,
60,35,60c_cap35,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_12_124050,1,lns_sa_metrics_best.json,417.15203122299897,387.6886820580697,489.15203122299897,459.6886820580697,387.6886820580697,72.0,29.463349164929298,6.023352104102228,29.463349164929298,7.062976315505205,29.463349164929298,6.023352104102228,4,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,9,0.7047619047619048,0.14285714285714285,1.0,166,34,,0.11158180236816406,3,,,,,,,,,,ok,459.6886820580697,
80,15,80c_cap15,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_12_124052,1,lns_sa_metrics_best.json,1075.3883639913515,1013.691321101564,1363.3883639913515,1301.691321101564,1013.691321101564,288.0,61.697042889787554,4.525272807020885,61.697042889787554,5.737187136821553,61.697042889787554,4.525272807020885,16,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,24,0.7805555555555554,0.26666666666666666,1.0,38,162,,0.45755863189697266,3,,,,,,,,,,ok,1301.691321101564,
80,25,80c_cap25,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_12_124058,1,lns_sa_metrics_best.json,752.5164985260036,722.4608881166184,944.5164985260036,914.4608881166184,722.4608881166184,192.0,30.055610409385167,3.1821159774646017,30.055610409385167,3.9940134825291915,30.055610409385167,3.1821159774646017,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,14,0.8028571428571428,0.28,1.0,60,140,,0.37469911575317383,3,,,,,,,,,,ok,914.4608881166184,
80,35,80c_cap35,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_12_124104,1,lns_sa_metrics_best.json,620.3949986042885,604.9642515532304,780.3949986042885,764.9642515532304,604.9642515532304,160.0,15.43074705105812,1.9772995827312474,15.43074705105812,2.4872455590023925,15.43074705105812,1.9772995827312474,16,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,11,0.7298701298701299,0.3142857142857143,0.9714285714285714,118,82,,0.384472131729126,3,,,,,,,,,,ok,764.9642515532304,
100,15,100c_cap15,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183626,1,lns_sa_metrics_best.json,1556.0477506692682,1506.4147519675757,1996.0477506692682,1946.4147519675757,1506.4147519675757,440.0,49.632998701692486,2.4865636949341874,49.632998701692486,3.1896835222662636,49.632998701692486,2.4865636949341874,6,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,27,0.8543209876543213,0.3333333333333333,1.0,75,125,,0.15511798858642578,3,,,,,,,,,,ok,1946.4147519675757,
100,25,100c_cap25,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183634,1,lns_sa_metrics_best.json,1103.5460774339185,1071.4588931883795,1423.5460774339185,1391.4588931883795,1071.4588931883795,320.0,32.08718424553899,2.2540320088113543,32.08718424553899,2.9076433600445113,32.08718424553899,2.2540320088113543,25,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,17,0.8141176470588237,0.4,1.0,48,152,,0.7528808116912842,3,,,,,,,,,,ok,1391.4588931883795,
100,35,100c_cap35,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183643,1,lns_sa_metrics_best.json,933.1421556057326,867.8172929065443,1173.1421556057326,1107.8172929065443,867.8172929065443,240.0,65.32486269918832,5.568367174177532,65.32486269918832,7.00052637283157,65.32486269918832,5.568367174177532,16,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,13,0.7604395604395605,0.2857142857142857,1.0,78,122,,0.43135523796081543,3,,,,,,,,,,ok,1107.8172929065443,
150,15,150c_cap15,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183653,1,lns_sa_metrics_best.json,3329.976600546286,3289.2661111292186,4289.976600546286,4249.266111129218,3289.2661111292186,960.0,40.71048941706795,0.9489676333405611,40.71048941706749,1.2225458103936495,40.71048941706795,0.9489676333405611,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,42,0.842857142857143,0.4,1.0,69,131,,0.17256879806518555,3,,,,,,,,,,ok,4249.266111129218,
150,25,150c_cap25,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183719,1,lns_sa_metrics_best.json,2340.1576192604707,2238.0053145552233,2940.1576192604707,2838.0053145552233,2238.0053145552233,600.0,102.15230470524739,3.4743819187129654,102.15230470524739,4.365189073782528,102.15230470524739,3.4743819187129654,35,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,26,0.816923076923077,0.24,1.0,31,169,,1.9420783519744873,3,,,,,,,,,,ok,2838.0053145552233,
150,35,150c_cap35,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183753,1,lns_sa_metrics_best.json,1900.844730990529,1821.2005733748977,2380.8447309905287,2301.2005733748974,1821.2005733748977,480.0,79.64415761563123,3.345205866595761,79.64415761563123,4.189934944035577,79.64415761563123,3.345205866595761,31,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,18,0.842857142857143,0.3142857142857143,1.0,43,157,,1.5775909423828125,3,,,,,,,,,,ok,2301.2005733748974,
200,15,200c_cap15,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183828,1,lns_sa_metrics_best.json,5727.450203775925,5613.940721183855,7567.450203775925,7453.940721183855,5613.940721183855,1840.0,113.50948259206962,1.4999699969671672,113.50948259206962,1.9818501873178476,113.50948259206962,1.4999699969671672,5,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,54,0.8654320987654321,0.4,1.0,70,130,,0.20969390869140625,3,,,,,,,,,,ok,7453.940721183855,
200,25,200c_cap25,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_183954,1,lns_sa_metrics_best.json,3835.780200182673,3711.0581534132684,4955.780200182673,4831.058153413269,3711.0581534132684,1120.0,124.72204676940419,2.5166985163064104,124.72204676940464,3.2515431088430184,124.72204676940419,2.5166985163064104,28,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,31,0.9045161290322582,0.68,1.0,24,176,,1.7045741081237793,3,,,,,,,,,,ok,4831.058153413269,
200,35,200c_cap35,case_3_hybrid,no_clustering,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_no_cluster,run_2026_07_13_184137,1,lns_sa_metrics_best.json,3068.150105240352,2908.4011816063976,3948.150105240352,3788.4011816063976,2908.4011816063976,880.0,159.7489236339543,4.046171482232165,159.7489236339543,5.206685401770456,159.7489236339543,4.046171482232165,45,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,23,0.8708074534161491,0.17142857142857143,1.0,24,176,,4.374023199081421,3,,,,,,,,,,ok,3788.4011816063976,
20,15,20c_cap15,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123410,1,lns_sa_metrics_best.json,90.7811383504322,84.21746207443732,114.7811383504322,108.21746207443732,84.21746207443732,24.0,6.5636762759948795,5.7184275834202545,6.5636762759948795,7.23022028062466,6.5636762759948795,5.7184275834202545,4,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,7,0.6380952380952379,0.3333333333333333,1.0,186,14,,0.07940101623535156,3,,,,,,,,,,ok,108.21746207443732,
20,25,20c_cap25,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123410,1,lns_sa_metrics_best.json,73.43109878717637,66.75822855161768,97.43109878717637,90.75822855161768,66.75822855161768,24.0,6.67287023555869,6.848809382858932,6.67287023555869,9.08725369192488,6.67287023555869,6.848809382858932,4,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,5,0.5360000000000001,0.2,0.72,200,0,,0.08101820945739746,3,,,,,,,,,,ok,90.75822855161768,
20,35,20c_cap35,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123411,1,lns_sa_metrics_best.json,73.43109878717637,66.75822855161768,97.43109878717637,90.75822855161768,66.75822855161768,24.0,6.67287023555869,6.848809382858932,6.67287023555869,9.08725369192488,6.67287023555869,6.848809382858932,4,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,5,0.38285714285714284,0.14285714285714285,0.5142857142857142,200,0,,0.09095311164855957,3,,,,,,,,,,ok,90.75822855161768,
40,15,40c_cap15,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123411,1,lns_sa_metrics_best.json,322.0540449853214,283.15564514467513,418.0540449853214,379.15564514467513,283.15564514467513,96.0,38.89839984064628,9.304634246993608,38.89839984064628,12.078221170120434,38.89839984064628,9.304634246993608,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",50,42,10.0,0.95,0.01,12,0.7777777777777777,0.4,1.0,112,88,,0.13274383544921875,3,,,,,,,,,,ok,379.15564514467513,
40,25,40c_cap25,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123412,2,lns_sa_metrics_best.json,216.64980673822936,206.47961641307649,264.64980673822936,254.47961641307649,206.47961641307649,48.0,10.170190325152873,3.842885982234032,10.170190325152873,4.694299283378162,10.170190325152873,3.842885982234032,2,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",50,42,10.0,0.95,0.01,7,0.7999999999999999,0.52,0.92,188,12,,0.0900726318359375,3,,,,,,,,,,ok,254.47961641307649,
40,35,40c_cap35,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123413,1,lns_sa_metrics_best.json,201.53998274758732,185.14656663650132,249.53998274758732,233.14656663650132,185.14656663650132,48.0,16.393416111085997,6.56945469442792,16.393416111085997,8.134076369162656,16.393416111085997,6.56945469442792,8,"[2, 3, 4, 5, 6, 7, 8, 9, 10]",50,42,10.0,0.95,0.01,6,0.6666666666666666,0.17142857142857143,1.0,166,34,,0.12211203575134277,3,,,,,,,,,,ok,233.14656663650132,
60,15,60c_cap15,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123414,1,lns_sa_metrics_best.json,675.2666631002465,623.6318611900097,867.2666631002465,815.6318611900097,623.6318611900097,192.0,51.63480191023689,5.953739963399062,51.63480191023689,7.646579452504596,51.63480191023689,5.953739963399062,4,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,18,0.8222222222222221,0.4,1.0,104,96,,0.1050879955291748,3,,,,,,,,,,ok,815.6318611900097,
60,25,60c_cap25,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123416,1,lns_sa_metrics_best.json,496.33892142505834,457.5490932701058,616.3389214250583,577.5490932701058,457.5490932701058,120.0,38.78982815495249,6.293587311550146,38.789828154952545,7.815189677968743,38.78982815495249,6.293587311550146,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,11,0.8072727272727274,0.48,1.0,111,89,,0.1708219051361084,3,,,,,,,,,,ok,577.5490932701058,
60,35,60c_cap35,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123418,1,lns_sa_metrics_best.json,407.6220534739992,387.6886820580697,479.6220534739992,459.6886820580697,387.6886820580697,72.0,19.933371415929514,4.15605814443854,19.933371415929514,4.890160197674633,19.933371415929514,4.15605814443854,4,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,42,10.0,0.95,0.01,9,0.7047619047619048,0.14285714285714285,1.0,168,32,,0.11047792434692383,3,,,,,,,,,,ok,459.6886820580697,
80,15,80c_cap15,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123421,1,lns_sa_metrics_best.json,1049.585948333372,992.684457647475,1337.585948333372,1280.684457647475,992.684457647475,288.0,56.90149068589699,4.254043693924571,56.90149068589699,5.421327407845956,56.90149068589699,4.254043693924571,15,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,23,0.8144927536231886,0.26666666666666666,1.0,53,147,,0.29873013496398926,3,,,,,,,,,,ok,1280.684457647475,
80,25,80c_cap25,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123425,1,lns_sa_metrics_best.json,738.7267073726305,722.4195661064349,930.7267073726305,914.4195661064349,722.4195661064349,192.0,16.307141266195572,1.7520869592567478,16.307141266195572,2.2074660498188647,16.307141266195572,1.7520869592567478,13,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,14,0.8028571428571428,0.44,1.0,68,132,,0.28987908363342285,3,,,,,,,,,,ok,914.4195661064349,
80,35,80c_cap35,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_12_123430,1,lns_sa_metrics_best.json,645.5221529097106,593.2387460111877,805.5221529097106,753.2387460111877,593.2387460111877,160.0,52.28340689852291,6.490623095797497,52.28340689852291,8.09939777633562,52.28340689852291,6.490623095797497,18,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,42,10.0,0.95,0.01,10,0.802857142857143,0.3142857142857143,0.9714285714285714,107,93,,0.40846681594848633,3,,,,,,,,,,ok,753.2387460111877,
100,15,100c_cap15,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182122,1,lns_sa_metrics_best.json,1559.309487256861,1502.129533823497,1999.309487256861,1942.129533823497,1502.129533823497,440.0,57.17995343336406,2.8599850997464844,57.17995343336406,3.6670047800424213,57.17995343336406,2.8599850997464844,10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,27,0.8543209876543211,0.3333333333333333,1.0,50,150,,0.2286052703857422,3,,,,,,,,,,ok,1942.129533823497,
100,25,100c_cap25,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182130,1,lns_sa_metrics_best.json,1136.469985691432,1075.952152998088,1456.469985691432,1395.952152998088,1075.952152998088,320.0,60.51783269334396,4.155103317464812,60.51783269334396,5.32507091742724,60.51783269334396,4.155103317464812,24,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,17,0.8141176470588236,0.4,1.0,52,148,,0.6810727119445801,3,,,,,,,,,,ok,1395.952152998088,
100,35,100c_cap35,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182140,1,lns_sa_metrics_best.json,952.5407880911066,873.863360824144,1192.5407880911066,1113.863360824144,873.863360824144,240.0,78.6774272669627,6.597462162522862,78.67742726696258,8.259743650939324,78.6774272669627,6.597462162522862,17,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,42,10.0,0.95,0.01,13,0.7604395604395606,0.2857142857142857,1.0,85,115,,0.46552610397338867,3,,,,,,,,,,ok,1113.863360824144,
150,15,150c_cap15,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182150,1,lns_sa_metrics_best.json,3435.5814609849253,3315.2554409066456,4395.581460984926,4275.255440906645,3315.2554409066456,960.0,120.32602007828064,2.7374312396731004,120.32602007827973,3.5023480434017777,120.32602007828064,2.7374312396731004,7,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,42,0.842857142857143,0.4,1.0,74,126,,0.21295595169067383,3,,,,,,,,,,ok,4275.255440906645,
150,25,150c_cap25,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182218,1,lns_sa_metrics_best.json,2366.760677206669,2195.8197367358475,2966.760677206669,2795.8197367358475,2195.8197367358475,600.0,170.94094047082126,5.761871585535825,170.94094047082126,7.222569739183412,170.94094047082126,5.761871585535825,8,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,25,0.8496000000000001,0.44,1.0,87,113,,0.27443480491638184,3,,,,,,,,,,ok,2795.8197367358475,
150,35,150c_cap35,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182251,1,lns_sa_metrics_best.json,1901.4403643340665,1810.835202947157,2381.4403643340665,2290.835202947157,1810.835202947157,480.0,90.60516138690946,3.804637006404559,90.60516138690946,4.765080361520658,90.60516138690946,3.804637006404559,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,42,10.0,0.95,0.01,18,0.842857142857143,0.3142857142857143,1.0,77,123,,0.4021449089050293,3,,,,,,,,,,ok,2290.835202947157,
200,15,200c_cap15,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182326,1,lns_sa_metrics_best.json,6052.847461556266,5695.609912510839,7892.847461556266,7535.609912510839,5695.609912510839,1840.0,357.23754904542693,4.526092145900776,357.23754904542693,5.901975083865346,357.23754904542693,4.526092145900776,7,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,54,0.865432098765432,0.4,1.0,76,124,,0.24254202842712402,3,,,,,,,,,,ok,7535.609912510839,
200,25,200c_cap25,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182453,1,lns_sa_metrics_best.json,3940.603472208074,3680.856898369014,5060.603472208074,4800.856898369014,3680.856898369014,1120.0,259.74657383906015,5.132719353838761,259.74657383906015,6.591543038292914,259.74657383906015,5.132719353838761,9,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,31,0.904516129032258,0.64,1.0,77,123,,0.3331878185272217,3,,,,,,,,,,ok,4800.856898369014,
200,35,200c_cap35,case_3_hybrid,sweep,random_regret,random_removal,regret_2_insertion,results/lns_operator_random_regret/case3_sweep,run_2026_07_13_182638,1,lns_sa_metrics_best.json,3143.78267907474,2916.4046861707725,4023.78267907474,3796.4046861707725,2916.4046861707725,880.0,227.37799290396742,5.650851724334489,227.37799290396742,7.2326243928186535,227.37799290396742,5.650851724334489,11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52]",50,42,10.0,0.95,0.01,24,0.8345238095238097,0.17142857142857143,1.0,93,107,,0.49619603157043457,3,,,,,,,,,,ok,3796.4046861707725,
20,15,20c_cap15,case_2_supplier_customer_direct,kmeans,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case2_kmeans,run_2026_07_12_152751,1,lns_sa_metrics_best.json,65.63297277702314,60.84147866433693,65.63297277702314,60.84147866433693,60.84147866433693,,4.791494112686209,7.300437432515048,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,5,0.8933333333333333,0.6666666666666666,1.0,147,3,,0.087677001953125,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,60.84147866433693,
20,25,20c_cap25,case_2_supplier_customer_direct,kmeans,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case2_kmeans,run_2026_07_12_152752,1,lns_sa_metrics_best.json,50.129832412654935,45.32215330899516,50.129832412654935,45.32215330899516,45.32215330899516,,4.807679103659773,9.590455168659425,,,,,3,"[2, 3, 4]",50,42,10.0,0.95,0.01,4,0.67,0.2,1.0,150,0,,0.07223773002624512,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,45.32215330899516,
20,35,20c_cap35,case_2_supplier_customer_direct,kmeans,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case2_kmeans,run_2026_07_12_152752,1,lns_sa_metrics_best.json,45.72156005665569,40.93006594396948,45.72156005665569,40.93006594396948,40.93006594396948,,4.791494112686209,10.479725772149612,,,,,2,"[2, 3, 4]",50,42,10.0,0.95,0.01,3,0.6380952380952382,0.42857142857142855,0.8571428571428571,150,0,,0.07455897331237793,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,40.93006594396948,
40,15,40c_cap15,case_2_supplier_customer_direct,kmeans,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case2_kmeans,run_2026_07_12_152752,1,lns_sa_metrics_best.json,233.6240619252252,231.11769072987758,233.6240619252252,231.11769072987758,231.11769072987758,,2.5063711953476115,1.0728223688490668,,,,,5,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,10,0.9333333333333332,0.7333333333333333,1.0,96,54,,0.106353759765625,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,231.11769072987758,
40,25,40c_cap25,case_2_supplier_customer_direct,kmeans,related_greedy,shaw_related_removal,greedy_insertion,results/lns_operator_related_greedy/case2_kmeans,run_2026_07_12_152753,2,lns_sa_metrics_best.json,192.33005162510995,180.86095627985236,192.33005162510995,180.86095627985236,180.86095627985236,,11.469095345257585,5.963236243295544,,,,,5,"[2, 3, 4, 5]",50,42,10.0,0.95,0.01,7,0.7999999999999999,0.28,1.0,107,43,,0.10375785827636719,3,,0.2,1.0,0.2,1.0,,,,,not_applicable,180.86095627985236,
