customer_count,vehicle_capacity,instance_name,timing_variant,source_folder,selected_run_timestamp,run_folder_count,latest_available_run_timestamp,selected_run_is_latest_available,run_classification,wave_assignment_before_routing,same_wave_repair_used,algorithm,timing_model,base_timing_model,timing_repair_model,wave_timing_repair_scope,wave_repair_max_recursion_depth,dispatch_waves,dispatch_wave_labels,working_day_end_time,working_day_end_time_label,service_time_per_customer_hours_estimate,average_speed_estimate,depot_handling_time,depot_handling_time_minutes,supplier_arrival_window_start,supplier_arrival_window_start_label,supplier_arrival_window_end,supplier_arrival_window_end_label,arrival_time_step_minutes,depot_arrival_seed,n_suppliers,direct_delivery_threshold,seed,grid_size,n_supplier_direct_customers,n_depot_customers,supplier_direct_routing_scope,depot_routing_scope,customers_per_wave,routes_per_wave,customer_delivery_distance,supplier_depot_replenishment_distance,total_system_distance,pre_repair_customer_delivery_distance,post_repair_customer_delivery_distance,pre_repair_total_system_distance,post_repair_total_system_distance,pre_repair_depot_outbound_distance,post_repair_depot_outbound_distance,depot_outbound_distance_change_after_repair,distance_change_after_repair,distance_change_after_repair_pct,matched_constructed_total_system_distance,split_vs_constructed_total_system_distance_delta,split_vs_constructed_total_system_distance_delta_pct,total_routes,pre_repair_total_routes,post_repair_total_routes,depot_routes,pre_repair_depot_routes,post_repair_depot_routes,route_count_change_after_repair,depot_route_count_change_after_repair,timing_routes_checked,timing_feasible_routes,timing_infeasible_routes,pre_repair_timing_infeasible_routes,post_repair_timing_infeasible_routes,infeasible_route_change_after_repair,routes_before_goods_ready,pre_repair_routes_before_goods_ready,post_repair_routes_before_goods_ready,goods_ready_violation_change_after_repair,routes_exceeding_workday,pre_repair_routes_exceeding_workday,post_repair_routes_exceeding_workday,workday_violation_change_after_repair,routes_without_feasible_wave,customers_without_feasible_wave,infeasible_timing_route_ids,infeasible_timing_customers,latest_finish_time,latest_finish_time_label,pre_repair_latest_finish_time,pre_repair_latest_finish_time_label,post_repair_latest_finish_time,post_repair_latest_finish_time_label,max_route_duration,avg_route_duration,avg_waiting_time,max_waiting_time,repair_attempts,successful_repairs,unresolved_repairs,unresolved_customers,n_unresolved_customers,routes_added_by_repair,overall_timing_feasible,depot_timing_feasibility,capacity_feasible,customer_coverage_feasible,supplier_feasible,structural_validity,avg_utilisation,min_utilisation,max_utilisation,depot_avg_utilisation,route_records_count,customer_wave_records_count,pre_repair_route_records_count,repair_records_count,best_n_remove,tested_n_remove_values,n_remove_applicability,notes_or_warnings
40,35,40c_cap35,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182627,2,run_2026_07_17_182627,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,20,15,25,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 5, ""11:00"": 9, ""13:00"": 10, ""15:00"": 1}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 2, ""15:00"": 1}",301.7402549291218,48.0,349.7402549291218,301.7402549291218,,349.7402549291218,,,,,,,349.7402549291218,,,12,12,,8,8,,,,8,8,0,0,,,0,0,,,0,0,,,0,0,[],[],15.656718726509952,15:39,15.656718726509952,15:39,,,2.3855268747675313,1.3236229264238013,34,105,,,,,,,True,True,True,True,True,True,0.3333333333333333,0.08571428571428572,1.0,0.19642857142857142,8,25,8,0,,,not_applicable_section_6_6_is_not_lns,
40,35,40c_cap35,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201712,1,run_2026_07_17_201712,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,20,15,25,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 5, ""11:00"": 9, ""13:00"": 10, ""15:00"": 1}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 2, ""15:00"": 1}",301.7402549291218,48.0,349.7402549291218,301.7402549291218,301.7402549291218,349.7402549291218,349.7402549291218,192.6695023417123,192.6695023417123,0.0,0.0,0.0,349.7402549291218,0.0,0.0,12,12,12,8,8,8,0.0,0.0,8,8,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,[],[],15.656718726509952,15:39,15.656718726509952,15:39,15.656718726509952,15:39,2.3855268747675313,1.3236229264238013,34,105,0,0,0,[],0,0,True,True,True,True,True,True,0.3333333333333333,0.08571428571428572,1.0,0.19642857142857142,8,25,8,0,,,not_applicable_section_6_6_is_not_lns,
60,15,60c_cap15,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182627,2,run_2026_07_17_182627,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,30,25,35,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 7, ""11:00"": 11, ""13:00"": 15, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 3, ""15:00"": 1}",774.5622095668546,192.0,966.5622095668546,774.5622095668546,,966.5622095668546,,,,,,,966.5622095668546,,,21,21,,9,9,,,,9,9,0,0,,,0,0,,,0,0,,,0,0,[],[],16.558222652089125,16:33,16.558222652089125,16:33,,,3.0905510236821234,2.02299738152908,30,105,,,,,,,True,True,True,True,True,True,0.7047619047619048,0.26666666666666666,1.0,0.6148148148148148,9,35,9,0,,,not_applicable_section_6_6_is_not_lns,
60,15,60c_cap15,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201713,1,run_2026_07_17_201713,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,30,25,35,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 7, ""11:00"": 11, ""13:00"": 15, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 3, ""15:00"": 1}",774.5622095668546,192.0,966.5622095668546,774.5622095668546,774.5622095668546,966.5622095668546,966.5622095668546,371.20929301285173,371.20929301285173,0.0,0.0,0.0,966.5622095668546,0.0,0.0,21,21,21,9,9,9,0.0,0.0,9,9,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,[],[],16.558222652089125,16:33,16.558222652089125,16:33,16.558222652089125,16:33,3.0905510236821234,2.02299738152908,30,105,0,0,0,[],0,0,True,True,True,True,True,True,0.7047619047619048,0.26666666666666666,1.0,0.6148148148148148,9,35,9,0,,,not_applicable_section_6_6_is_not_lns,
60,25,60c_cap25,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182628,2,run_2026_07_17_182628,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,30,25,35,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 7, ""11:00"": 11, ""13:00"": 15, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 2, ""15:00"": 1}",614.4171214434904,120.0,734.4171214434904,614.4171214434904,,734.4171214434904,,,,,,,734.4171214434904,,,15,15,,8,8,,,,8,8,0,0,,,0,0,,,0,0,,,0,0,[],[],16.945635230213572,16:57,16.945635230213572,16:57,,,3.9456352302135707,2.155086068666325,32,105,,,,,,,True,True,True,True,True,True,0.5920000000000001,0.16,1.0,0.41500000000000004,8,35,8,0,,,not_applicable_section_6_6_is_not_lns,
60,25,60c_cap25,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201713,1,run_2026_07_17_201713,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,30,25,35,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 7, ""11:00"": 11, ""13:00"": 15, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 2, ""15:00"": 1}",614.4171214434904,120.0,734.4171214434904,614.4171214434904,614.4171214434904,734.4171214434904,734.4171214434904,342.22065647991803,342.22065647991803,0.0,0.0,0.0,734.4171214434904,0.0,0.0,15,15,15,8,8,8,0.0,0.0,8,8,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,[],[],16.945635230213572,16:57,16.945635230213572,16:57,16.945635230213572,16:57,3.9456352302135707,2.155086068666325,32,105,0,0,0,[],0,0,True,True,True,True,True,True,0.5920000000000001,0.16,1.0,0.41500000000000004,8,35,8,0,,,not_applicable_section_6_6_is_not_lns,
60,35,60c_cap35,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182628,2,run_2026_07_17_182628,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,30,25,35,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 7, ""11:00"": 11, ""13:00"": 15, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 2, ""15:00"": 1}",559.6834867460417,72.0,631.6834867460417,559.6834867460417,,631.6834867460417,,,,,,,631.6834867460417,,,14,14,,8,8,,,,8,8,0,0,,,0,0,,,0,0,,,0,0,[],[],17.326394912890997,17:20,17.326394912890997,17:20,,,4.326394912890995,2.166522556345701,32,105,,,,,,,True,True,True,True,True,True,0.4530612244897959,0.11428571428571428,1.0,0.29642857142857143,8,35,8,0,,,not_applicable_section_6_6_is_not_lns,
60,35,60c_cap35,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201714,1,run_2026_07_17_201714,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,30,25,35,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 7, ""11:00"": 11, ""13:00"": 15, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 2, ""15:00"": 1}",559.6834867460417,72.0,631.6834867460417,559.6834867460417,559.6834867460417,631.6834867460417,631.6834867460417,344.96541352296833,344.96541352296833,0.0,0.0,0.0,631.6834867460417,0.0,0.0,14,14,14,8,8,8,0.0,0.0,8,8,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,[],[],17.326394912890997,17:20,17.326394912890997,17:20,17.326394912890997,17:20,4.326394912890995,2.166522556345701,32,105,0,0,0,[],0,0,True,True,True,True,True,True,0.4530612244897959,0.11428571428571428,1.0,0.29642857142857143,8,35,8,0,,,not_applicable_section_6_6_is_not_lns,
80,15,80c_cap15,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182629,2,run_2026_07_17_182629,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,40,29,51,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 17, ""13:00"": 22, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 4, ""13:00"": 4, ""15:00"": 1}",1219.7653021673277,288.0,1507.7653021673277,1219.7653021673277,,1507.7653021673277,,,,,,,1507.7653021673277,,,26,26,,11,11,,,,11,11,0,0,,,0,0,,,0,0,,,0,0,[],[],16.96651909167439,16:58,16.96651909167439,16:58,,,3.8381113054756364,2.595660653688722,29,105,,,,,,,True,True,True,True,True,True,0.7205128205128204,0.26666666666666666,1.0,0.7272727272727272,11,51,11,0,,,not_applicable_section_6_6_is_not_lns,
80,15,80c_cap15,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201714,1,run_2026_07_17_201714,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,40,29,51,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 17, ""13:00"": 22, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 4, ""13:00"": 4, ""15:00"": 1}",1219.7653021673277,288.0,1507.7653021673277,1219.7653021673277,1219.7653021673277,1507.7653021673277,1507.7653021673277,601.5680157172785,601.5680157172785,0.0,0.0,0.0,1507.7653021673277,0.0,0.0,26,26,26,11,11,11,0.0,0.0,11,11,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,[],[],16.96651909167439,16:58,16.96651909167439,16:58,16.96651909167439,16:58,3.8381113054756364,2.595660653688722,29,105,0,0,0,[],0,0,True,True,True,True,True,True,0.7205128205128204,0.26666666666666666,1.0,0.7272727272727272,11,51,11,0,,,not_applicable_section_6_6_is_not_lns,
80,25,80c_cap25,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182630,2,run_2026_07_17_182630,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,40,29,51,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 17, ""13:00"": 22, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 4, ""15:00"": 1}",956.9299630247157,192.0,1148.9299630247156,956.9299630247157,,1148.9299630247156,,,,,,,1148.9299630247156,,,18,18,,10,10,,,,10,10,0,0,,,0,0,,,0,0,,,0,0,[],[],16.96651909167439,16:58,16.96651909167439,16:58,,,3.8009702910391265,2.7395767641972855,34,105,,,,,,,True,True,True,True,True,True,0.6244444444444445,0.12,0.96,0.4800000000000001,10,51,10,0,,,not_applicable_section_6_6_is_not_lns,
80,25,80c_cap25,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201715,1,run_2026_07_17_201715,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,40,29,51,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 17, ""13:00"": 22, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 4, ""15:00"": 1}",956.9299630247157,192.0,1148.9299630247156,956.9299630247157,956.9299630247157,1148.9299630247156,1148.9299630247156,566.8730292591857,566.8730292591857,0.0,0.0,0.0,1148.9299630247156,0.0,0.0,18,18,18,10,10,10,0.0,0.0,10,10,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,[],[],16.96651909167439,16:58,16.96651909167439,16:58,16.96651909167439,16:58,3.8009702910391265,2.7395767641972855,34,105,0,0,0,[],0,0,True,True,True,True,True,True,0.6244444444444445,0.12,0.96,0.4800000000000001,10,51,10,0,,,not_applicable_section_6_6_is_not_lns,
80,35,80c_cap35,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182630,2,run_2026_07_17_182630,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,40,29,51,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 17, ""13:00"": 22, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 3, ""15:00"": 1}",851.4859000471055,160.0,1011.4859000471055,851.4859000471055,,1011.4859000471055,,,,,,,1011.4859000471055,,,15,15,,9,9,,,,9,9,0,0,,,0,0,,,0,0,,,0,0,[],[],17.950363630996765,17:57,17.950363630996765,17:57,,,4.9503636309967645,2.9579483161366387,33,105,,,,,,,True,True,True,True,True,True,0.5352380952380952,0.11428571428571428,1.0,0.38095238095238093,9,51,9,0,,,not_applicable_section_6_6_is_not_lns,
80,35,80c_cap35,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201715,1,run_2026_07_17_201715,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,40,29,51,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 17, ""13:00"": 22, ""15:00"": 2}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 3, ""15:00"": 1}",851.4859000471055,160.0,1011.4859000471055,851.4859000471055,851.4859000471055,1011.4859000471055,1011.4859000471055,543.6460453568926,543.6460453568926,0.0,0.0,0.0,1011.4859000471055,0.0,0.0,15,15,15,9,9,9,0.0,0.0,9,9,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,[],[],17.950363630996765,17:57,17.950363630996765,17:57,17.950363630996765,17:57,4.9503636309967645,2.9579483161366387,33,105,0,0,0,[],0,0,True,True,True,True,True,True,0.5352380952380952,0.11428571428571428,1.0,0.38095238095238093,9,51,9,0,,,not_applicable_section_6_6_is_not_lns,
100,15,100c_cap15,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182631,2,run_2026_07_17_182631,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,50,36,64,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 22, ""13:00"": 28, ""15:00"": 4}","{""09:00"": 2, ""11:00"": 4, ""13:00"": 5, ""15:00"": 2}",1795.6165393662525,440.0,2235.6165393662523,1795.6165393662525,,2235.6165393662523,,,,,,,2235.6165393662523,,,30,30,,13,13,,,,13,12,1,1,,,0,0,,,1,1,,,0,0,[10],"[5, 8, 26, 33, 49, 78]",18.092894486790826,18:06,18.092894486790826,18:06,,,5.092894486790825,3.1413655858659,33,105,,,,,,,False,False,True,True,True,True,0.7688888888888887,0.26666666666666666,1.0,0.7692307692307694,13,64,13,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
100,15,100c_cap15,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201716,1,run_2026_07_17_201716,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666666,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,50,36,64,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 22, ""13:00"": 28, ""15:00"": 4}","{""09:00"": 2, ""11:00"": 4, ""13:00"": 6, ""15:00"": 2}",1817.7083726663295,440.0,2257.7083726663295,1795.6165393662523,1817.7083726663295,2235.6165393662523,2257.7083726663295,905.1325784877007,927.224411787778,22.09183330007727,22.09183330007727,0.9881763223285069,2235.6165393662523,22.09183330007727,0.9881763223285069,31,30,31,14,13,14,1.0,1.0,14,14,0,1,0,-1.0,0,0,0,0.0,0,1,0,-1.0,0,0,[],[],17.22216462773379,17:13,18.092894486790826,18:06,17.22216462773379,17:13,3.61304257484783,2.9695819328280435,34,105,1,1,0,[],0,1,True,True,True,True,True,True,0.7440860215053761,0.26666666666666666,1.0,0.7142857142857144,14,64,13,1,,,not_applicable_section_6_6_is_not_lns,
100,25,100c_cap25,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182631,2,run_2026_07_17_182631,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666667,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,50,36,64,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 22, ""13:00"": 28, ""15:00"": 4}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 4, ""15:00"": 2}",1398.285254098367,320.0,1718.285254098367,1398.285254098367,,1718.285254098367,,,,,,,1718.285254098367,,,21,21,,11,11,,,,11,10,1,1,,,0,0,,,1,1,,,0,0,[9],"[8, 25, 32, 33, 49, 70, 93, 100]",18.016133018529477,18:01,18.016133018529477,18:01,,,5.016133018529477,3.4115219422025733,35,105,,,,,,,False,False,True,True,True,True,0.659047619047619,0.12,1.0,0.5454545454545454,11,64,11,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
100,25,100c_cap25,dispatch_wave_constructed_split_repair,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,run_2026_07_17_201716,1,run_2026_07_17_201716,True,main,true,true,hybrid_supplier_customer_kmeans_timing_waves_constructed_split_v1,depot_dispatch_waves_wave_constructed_with_duration_split_repair,depot_dispatch_waves_wave_constructed,same_wave_duration_split_with_2opt,"depot routes only, after per-wave post-relocation 2-opt",10,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.1666666666666667,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,50,36,64,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 22, ""13:00"": 28, ""15:00"": 4}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 5, ""15:00"": 2}",1433.487371849026,320.0,1753.487371849026,1398.2852540983672,1433.487371849026,1718.2852540983672,1753.487371849026,805.8022409268491,841.004358677508,35.202117750658886,35.20211775065877,2.0486771720060135,1718.285254098367,35.202117750659,2.048677172006027,22,21,22,12,11,12,1.0,1.0,12,12,0,1,0,-1.0,0,0,0,0.0,0,1,0,-1.0,0,0,[],[],17.74062193358359,17:44,18.016133018529477,18:01,17.74062193358359,17:44,4.740621933583592,3.225012107437523,36,105,1,1,0,[],0,1,True,True,True,True,True,True,0.629090909090909,0.12,1.0,0.5000000000000001,12,64,11,1,,,not_applicable_section_6_6_is_not_lns,
100,35,100c_cap35,dispatch_wave_constructed,results/hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,run_2026_07_17_182632,2,run_2026_07_17_182632,True,main,true,not_applicable,hybrid_supplier_customer_kmeans_timing_waves_constructed_v1,depot_dispatch_waves_wave_constructed,,,,,"[9.0, 11.0, 13.0, 15.0]","[""09:00"", ""11:00"", ""13:00"", ""15:00""]",18.0,18:00,0.16666666666666669,30.0,0.5,30,8.0,08:00,13.0,13:00,15,42,3,5,42,50,36,64,supplier_region,global_depot_pool_by_dispatch_wave,"{""09:00"": 10, ""11:00"": 22, ""13:00"": 28, ""15:00"": 4}","{""09:00"": 2, ""11:00"": 3, ""13:00"": 4, ""15:00"": 2}",1254.1327331222117,240.0,1494.1327331222117,1254.1327331222117,,1494.1327331222117,,,,,,,1494.1327331222117,,,19,19,,11,11,,,,11,9,2,2,,,0,0,,,2,2,,,0,0,"[6, 9]","[1, 8, 9, 25, 32, 33, 35, 36, 48, 49, 51, 53, 55, 62, 63, 67, 68, 70, 87, 88, 93, 98, 100]",19.143310110243327,19:09,19.143310110243327,19:09,,,6.143310110243325,3.36995652400776,44,105,,,,,,,False,False,True,True,True,True,0.5203007518796992,0.08571428571428572,1.0,0.3896103896103895,11,64,11,0,,,not_applicable_section_6_6_is_not_lns,timing infeasible | routes exceed working day
