timing_lns_scenario,timing_model_family,operator_pair,destroy_operator,repair_operator,routing_case,clustering,instance_name,customer_count,vehicle_capacity,source_folder,selected_run_timestamp,latest_available_run_timestamp,selected_run_is_latest_available,run_folder_count,metrics_source_file,summary_source_file,baseline_reference_scenario,baseline_reference_folder,baseline_run_path,baseline_reference_algorithm,baseline_reference_distance,baseline_reference_customer_delivery_distance,baseline_reference_system_distance,total_lns_distance,customer_delivery_lns_distance,supplier_depot_replenishment_distance,total_lns_system_distance,depot_lns_distance,supplier_lns_distance,improvement_distance,improvement_percent,system_improvement_distance,system_improvement_percent,customer_delivery_improvement_distance,customer_delivery_improvement_percent,system_distance_change_pct_check,hybrid_system_distance_check,n_routes,best_solution_route_count,n_depot_lns_routes,n_supplier_lns_routes,lns_avg_utilization,lns_min_utilization,lns_max_utilization,lns_trip_distances,lns_trip_loads,lns_trip_utilization,n_remove,tested_n_remove_values,n_iterations,best_iteration,accepted_moves,rejected_moves,rejected_infeasible_moves,non_infeasible_rejected_moves,acceptance_rate,infeasible_rejection_rate,non_infeasible_rejection_rate,initial_temperature,cooling_rate,minimum_temperature,seed,route_scope,adaptive_operator_selection,average_speed,scenario_parameter_check,fixed_depot_ready_time,fixed_depot_ready_time_label,supplier_arrival_start_time,supplier_arrival_start_time_label,supplier_arrival_end_time,supplier_arrival_end_time_label,depot_handling_time,depot_handling_time_minutes,dispatch_waves,dispatch_wave_labels,working_day_end_time,working_day_end_time_label,depot_timing_feasibility_after_lns,n_depot_timing_routes,n_depot_timing_feasible_routes,n_depot_timing_infeasible_routes,infeasible_timing_route_ids,infeasible_timing_customers,latest_depot_route_finish_time_after_lns,latest_depot_route_finish_time_after_lns_label,avg_depot_route_duration_hours,max_depot_route_duration_hours,avg_depot_route_utilization,routes_per_wave,routes_per_wave_label,n_routes_departing_before_goods_ready,n_routes_exceeding_working_day,n_routes_without_feasible_wave,avg_waiting_time_minutes,max_waiting_time_minutes,timing_records_count,route_records_count,accepted_infeasible_candidate_check,final_customer_coverage_summary,depot_customer_coverage_summary,supplier_direct_coverage_summary,notes_or_warnings
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,60c_cap15,60,15,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195117,run_2026_07_18_195117,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/60c_cap15/run_2026_07_16_191000,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,662.5752543717753,662.5752543717753,854.5752543717753,635.7639277739154,635.7639277739154,192.0,827.7639277739154,245.28683098448005,390.4770967894354,26.811326597859875,4.046533042240039,26.811326597859875,3.137386258343007,26.811326597859875,4.046533042240039,-3.137386258343007,ok,18,18,6,12,0.8222222222222221,0.4,1.0,"[45.11654935948812, 50.23346464084517, 35.72277840988242, 40.68968770183765, 57.77897413059543, 15.745376741831272, 30.388006266086485, 38.54869144666927, 34.10963822780371, 46.226288636180804, 9.590178372590103, 30.958581801207757, 36.98543312986975, 48.92621084765268, 22.31206296120649, 39.22038192263109, 39.39595580116857, 13.815667376368612]","[15, 15, 15, 14, 15, 9, 12, 15, 12, 12, 6, 11, 11, 12, 11, 11, 15, 11]","[1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 0.6, 0.8, 1.0, 0.8, 0.8, 0.4, 0.7333333333333333, 0.7333333333333333, 0.8, 0.7333333333333333, 0.7333333333333333, 1.0, 0.7333333333333333]",9,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,,59,141,0,141.0,1.18,0.0,2.82,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,6,6,0,[],[],12.092632471019847,12:06,2.334926838802667,3.092632471019847,0.9222222222222222,,,,,,,,6,18,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 60, ""n_served_customers"": 60}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 35, ""n_served_customers"": 35}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 25, ""n_served_customers"": 25}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,60c_cap25,60,25,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195122,run_2026_07_18_195122,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/60c_cap25/run_2026_07_16_191000,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,490.5700029166522,490.5700029166522,610.5700029166521,455.2370106123944,455.2370106123944,120.0,575.2370106123944,193.3689992241599,261.8680113882345,35.3329923042578,7.202436368752223,35.33299230425769,5.7868863742853955,35.3329923042578,7.202436368752223,-5.7868863742853955,ok,11,11,4,7,0.8072727272727271,0.48,1.0,"[47.79365684427745, 47.729247870286585, 41.608266941478725, 56.23782756811714, 54.24172448468187, 35.216661690767495, 21.01951389202242, 37.45613258260244, 49.457003073686046, 18.642369142622766, 45.83460652185147]","[25, 20, 15, 23, 23, 22, 12, 22, 23, 16, 21]","[1.0, 0.8, 0.6, 0.92, 0.92, 0.88, 0.48, 0.88, 0.92, 0.64, 0.84]",8,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,,82,118,0,118.0,1.64,0.0,2.36,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,4,4,0,[],[],12.541260918937239,12:32,3.0697416602013328,3.541260918937238,0.83,,,,,,,,4,11,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 60, ""n_served_customers"": 60}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 35, ""n_served_customers"": 35}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 25, ""n_served_customers"": 25}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,60c_cap35,60,35,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195129,run_2026_07_18_195129,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/60c_cap35/run_2026_07_16_191001,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,413.68962645828617,413.68962645828617,485.68962645828617,388.05139427528934,388.05139427528934,72.0,460.05139427528934,175.5662888179949,212.48510545729445,25.63823218299683,6.197455904923936,25.63823218299683,5.278727563105321,25.63823218299683,6.197455904923936,-5.278727563105321,ok,9,9,3,6,0.7047619047619048,0.14285714285714285,1.0,"[64.1263635430992, 65.17723896204483, 46.26268631285087, 37.2673459057441, 47.442352964821204, 22.31206296120649, 50.165342469721445, 47.27653975775484, 8.021461398046371]","[35, 31, 17, 22, 35, 11, 34, 32, 5]","[1.0, 0.8857142857142857, 0.4857142857142857, 0.6285714285714286, 1.0, 0.3142857142857143, 0.9714285714285714, 0.9142857142857143, 0.14285714285714285]",11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]",50,,96,104,0,104.0,1.92,0.0,2.08,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,3,3,0,[],[],13.470878784769972,13:28,3.8951809868666096,4.4708787847699725,0.7904761904761904,,,,,,,,3,9,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 60, ""n_served_customers"": 60}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 35, ""n_served_customers"": 35}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 25, ""n_served_customers"": 25}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,80c_cap15,80,15,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195139,run_2026_07_18_195139,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/80c_cap15/run_2026_07_16_191002,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,1079.172588688274,1079.172588688274,1367.172588688274,1017.7298578266905,1017.7298578266905,288.0,1305.7298578266905,421.41447698955835,596.3153808371321,61.442730861583414,5.693503662492631,61.442730861583414,4.494145901545195,61.442730861583414,5.693503662492631,-4.494145901545195,ok,23,23,9,14,0.8144927536231884,0.26666666666666666,1.0,"[49.93194625459249, 46.96595111637238, 50.79981815086706, 55.113524920316166, 50.57455672418814, 11.99284137202897, 54.08481369546194, 57.63133161849414, 44.319693137237074, 40.51734168811531, 51.39825526222569, 39.469246867896146, 45.58033635755135, 61.635051514907744, 29.49143308661471, 41.83353428060418, 49.31391083982634, 65.23494779687024, 29.749417281608654, 52.293842563508136, 52.52794106822475, 26.574840365117097, 10.695281864061826]","[15, 15, 15, 15, 12, 4, 15, 14, 15, 12, 15, 12, 12, 12, 10, 11, 11, 12, 11, 11, 15, 12, 5]","[1.0, 1.0, 1.0, 1.0, 0.8, 0.26666666666666666, 1.0, 0.9333333333333333, 1.0, 0.8, 1.0, 0.8, 0.8, 0.8, 0.6666666666666666, 0.7333333333333333, 0.7333333333333333, 0.8, 0.7333333333333333, 0.7333333333333333, 1.0, 0.8, 0.3333333333333333]",10,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,,62,138,0,138.0,1.24,0.0,2.76,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,9,9,0,[],[],12.170450830677206,12:10,2.5052388036650313,3.1704508306772055,0.8888888888888888,,,,,,,,9,23,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 80, ""n_served_customers"": 80}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 51, ""n_served_customers"": 51}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 29, ""n_served_customers"": 29}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,80c_cap25,80,25,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195153,run_2026_07_18_195153,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/80c_cap25/run_2026_07_16_191002,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,745.7449181373408,745.7449181373408,937.7449181373408,711.5692716443932,711.5692716443932,192.0,903.5692716443932,322.9119041006993,388.6573675436939,34.175646492947635,4.582752850439625,34.175646492947635,3.6444501944975958,34.175646492947635,4.582752850439625,-3.6444501944975958,ok,13,13,5,8,0.8646153846153847,0.44,1.0,"[70.22617680348529, 49.89440691741699, 74.47059429368375, 62.13764719104456, 66.18307889506869, 37.48118490559597, 48.76281892492671, 62.926856803136765, 45.68458126548884, 65.94267076491472, 30.441921693511365, 63.57390526966008, 33.84342791645946]","[22, 25, 25, 25, 23, 17, 22, 24, 21, 23, 11, 22, 21]","[0.88, 1.0, 1.0, 1.0, 0.92, 0.68, 0.88, 0.96, 0.84, 0.92, 0.44, 0.88, 0.84]",11,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,,75,125,0,125.0,1.5,0.0,2.5,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,5,5,0,[],[],13.482353143122792,13:29,3.8527460273379943,4.482353143122792,0.96,,,,,,,,5,13,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 80, ""n_served_customers"": 80}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 51, ""n_served_customers"": 51}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 29, ""n_served_customers"": 29}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,80c_cap35,80,35,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195212,run_2026_07_18_195212,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/80c_cap35/run_2026_07_16_191003,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,620.3949986042885,620.3949986042885,780.3949986042885,579.1665693779272,579.1665693779272,160.0,739.1665693779272,272.3838261253864,306.7827432525408,41.2284292263613,6.6455128295865515,41.2284292263613,5.283020688253645,41.2284292263613,6.6455128295865515,-5.283020688253645,ok,10,10,4,6,0.8028571428571428,0.3142857142857143,0.9714285714285714,"[65.86947539711026, 65.62878404329808, 62.27907995770472, 78.60648672727335, 52.3140825140254, 63.47109453103726, 67.00360573859082, 39.378290904673136, 66.19477972905602, 18.42088983515815]","[34, 26, 28, 32, 34, 29, 34, 21, 32, 11]","[0.9714285714285714, 0.7428571428571429, 0.8, 0.9142857142857143, 0.9714285714285714, 0.8285714285714286, 0.9714285714285714, 0.6, 0.9142857142857143, 0.3142857142857143]",12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20]",50,,113,87,0,87.0,2.26,0.0,1.74,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,4,4,0,[],[],13.953549557575778,13:57,4.394865217711553,4.953549557575778,0.8571428571428571,,,,,,,,4,10,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 80, ""n_served_customers"": 80}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 51, ""n_served_customers"": 51}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 29, ""n_served_customers"": 29}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,100c_cap15,100,15,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195246,run_2026_07_18_195246,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/100c_cap15/run_2026_07_16_191003,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,1548.3882132372098,1548.3882132372098,1988.3882132372098,1468.9285459851376,1468.9285459851376,440.0,1908.9285459851376,621.8599911232417,847.0685548618959,79.45966725207222,5.131766476441084,79.45966725207222,3.996184785399997,79.45966725207222,5.131766476441084,-3.996184785399997,ok,27,27,11,16,0.8543209876543211,0.3333333333333333,1.0,"[27.373602565565434, 55.700435490869125, 50.22157367955024, 66.67997470994527, 70.98360215332428, 24.972317536873305, 55.39961642154634, 72.03916452311768, 68.2303254069554, 61.72942048309821, 68.52995815239638, 64.24781907778211, 35.0325231533707, 49.33655858487019, 77.04381439363469, 78.0030448314662, 55.61920225430944, 52.291917850755226, 61.64238854978292, 81.5436847460878, 37.02224783051638, 39.6180691462914, 38.052402116889205, 65.36730320438517, 65.65992633528093, 33.21855045639637, 13.369102330077288]","[9, 15, 14, 15, 15, 9, 15, 14, 15, 14, 15, 15, 12, 12, 12, 15, 12, 11, 11, 12, 15, 15, 11, 11, 15, 12, 5]","[0.6, 1.0, 0.9333333333333333, 1.0, 1.0, 0.6, 1.0, 0.9333333333333333, 1.0, 0.9333333333333333, 1.0, 1.0, 0.8, 0.8, 0.8, 1.0, 0.8, 0.7333333333333333, 0.7333333333333333, 0.8, 1.0, 1.0, 0.7333333333333333, 0.7333333333333333, 1.0, 0.8, 0.3333333333333333]",8,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,,52,148,0,148.0,1.04,0.0,2.96,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,11,11,0,[],[],12.617665271746546,12:37,2.8541211852219446,3.617665271746546,0.9090909090909091,,,,,,,,11,27,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 100, ""n_served_customers"": 100}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 64, ""n_served_customers"": 64}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 36, ""n_served_customers"": 36}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,100c_cap25,100,25,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195314,run_2026_07_18_195314,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/100c_cap25/run_2026_07_16_191004,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,1107.8336358545364,1107.8336358545364,1427.8336358545364,1056.9562830366933,1056.9562830366933,320.0,1376.9562830366933,481.55971417626967,575.3965688604237,50.877352817843075,4.592508402996667,50.877352817843075,3.5632549577383896,50.877352817843075,4.592508402996667,-3.5632549577383896,ok,17,17,7,10,0.8141176470588236,0.24,1.0,"[74.42261520381246, 65.29633789308194, 77.34091757345976, 72.71621149147042, 48.88566418554932, 75.36747422775532, 67.53049360114044, 15.983630620983499, 56.23286257071249, 90.17866040393909, 78.65857100392097, 52.37521262875096, 82.42833845614341, 39.715224576434665, 38.052402116889205, 79.46738158707508, 42.30428489557433]","[25, 25, 25, 23, 13, 24, 15, 6, 23, 25, 24, 21, 23, 20, 11, 22, 21]","[1.0, 1.0, 1.0, 0.92, 0.52, 0.96, 0.6, 0.24, 0.92, 1.0, 0.96, 0.84, 0.92, 0.8, 0.44, 0.88, 0.84]",8,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,,79,121,0,121.0,1.58,0.0,2.42,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,7,7,0,[],[],13.314087173460415,13:19,3.8169510198869987,4.314087173460415,0.857142857142857,,,,,,,,7,17,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 100, ""n_served_customers"": 100}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 64, ""n_served_customers"": 64}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 36, ""n_served_customers"": 36}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,100c_cap35,100,35,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195404,run_2026_07_18_195404,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/100c_cap35/run_2026_07_16_191005,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,940.2984713334815,940.2984713334815,1180.2984713334815,861.9290122102142,861.9290122102142,240.0,1101.9290122102143,399.8819320105628,462.04708019965136,78.36945912326735,8.334530100014724,78.36945912326723,6.639800103674347,78.36945912326735,8.334530100014724,-6.639800103674347,ok,13,13,5,8,0.7604395604395606,0.3142857142857143,1.0,"[73.34696834988642, 57.39032481127821, 89.45322402354674, 79.6327589628006, 100.05865586305082, 59.1530782371922, 49.59494031543949, 80.58360636516863, 83.75450717323854, 45.138959036455574, 38.052402116889205, 23.026112293947687, 82.74347466132002]","[33, 20, 35, 29, 33, 34, 11, 33, 34, 30, 11, 11, 32]","[0.9428571428571428, 0.5714285714285714, 1.0, 0.8285714285714286, 0.9428571428571428, 0.9714285714285714, 0.3142857142857143, 0.9428571428571428, 0.9714285714285714, 0.8571428571428571, 0.3142857142857143, 0.3142857142857143, 0.9142857142857143]",12,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25]",50,,92,108,0,108.0,1.84,0.0,2.16,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,5,5,0,[],[],14.83528852876836,14:50,4.799212880070418,5.83528852876836,0.8571428571428571,,,,,,,,5,13,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 100, ""n_served_customers"": 100}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 64, ""n_served_customers"": 64}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 36, ""n_served_customers"": 36}",
fixed_split,fixed_timing,related_regret,shaw_related_removal,regret_2_insertion_fixed_timing_for_depot,case_3_hybrid,kmeans,150c_cap15,150,15,results/lns_timing_fixed_split_related_regret/case3_kmeans,run_2026_07_18_195517,run_2026_07_18_195517,True,1,lns_sa_metrics_best.json,lns_sa_summary_best.json,fixed_timing_split_repair,results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_fixed_split_v1/150c_cap15/run_2026_07_16_191005,hybrid_supplier_customer_kmeans_timing_fixed_split_v1,3407.799321342537,3407.799321342537,4367.799321342537,3291.7617055585256,3291.7617055585256,960.0,4251.761705558525,1309.7643842309535,1981.9973213275723,116.03761578401145,3.405060123619523,116.0376157840119,2.6566608776418152,116.03761578401145,3.405060123619523,-2.6566608776418152,ok,41,41,15,26,0.8634146341463418,0.4,1.0,"[44.36774976894128, 88.39314260064995, 106.52474284245326, 106.22214083122964, 99.33631555976609, 94.9148230903607, 103.11199877951064, 83.50757485228607, 94.79709327740787, 84.35187437839298, 57.63625319770932, 71.51260770060236, 77.21450615136845, 120.22849656206958, 77.64506463820555, 35.212942418316686, 18.734203426079215, 87.9853864609139, 65.0265927115771, 83.42880338146415, 73.3495482361089, 76.98268528574104, 57.652995840722895, 117.0045672471993, 115.56572159045203, 28.933014181126406, 55.53337174577455, 59.427103719437085, 58.42702182769218, 69.33112157535984, 79.52180283721572, 81.57954335038016, 102.9994123003931, 120.0034796447822, 134.44730480934817, 50.76091075731748, 49.82782568459456, 89.85369758952905, 65.13701651814625, 99.46618386280856, 105.80506432509142]","[12, 15, 15, 15, 15, 15, 15, 14, 15, 15, 15, 12, 15, 15, 15, 12, 6, 15, 11, 12, 11, 11, 12, 15, 12, 11, 15, 15, 11, 11, 12, 12, 11, 11, 12, 15, 12, 11, 11, 15, 11]","[0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9333333333333333, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 0.8, 0.4, 1.0, 0.7333333333333333, 0.8, 0.7333333333333333, 0.7333333333333333, 0.8, 1.0, 0.8, 0.7333333333333333, 1.0, 1.0, 0.7333333333333333, 0.7333333333333333, 0.8, 0.8, 0.7333333333333333, 0.7333333333333333, 0.8, 1.0, 0.8, 0.7333333333333333, 0.7333333333333333, 1.0, 0.7333333333333333]",16,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37]",50,,14,186,0,186.0,0.28,0.0,3.72,10.0,0.95,0.01,42,hybrid,False,30,ok,9.0,09:00,,,,,,,,,18.0,18:00,True,15,15,0,[],[],14.340949885402319,14:20,3.9439208538465627,5.340949885402319,0.968888888888889,,,,,,,,15,41,no_infeasible_acceptance_evidence_in_saved_records,"{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 150, ""n_served_customers"": 150}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 93, ""n_served_customers"": 93}","{""all_customers_served_exactly_once"": true, ""duplicate_customers"": [], ""extra_customers"": [], ""missing_customers"": [], ""n_expected_customers"": 57, ""n_served_customers"": 57}",
