timing_lns_scenario,operator_pair,instance_name,customer_count,vehicle_capacity,baseline_reference_scenario,baseline_run_path,baseline_reference_system_distance,total_lns_system_distance,system_improvement_distance,system_improvement_percent,baseline_reference_customer_delivery_distance,customer_delivery_lns_distance,customer_delivery_improvement_distance,customer_delivery_improvement_percent,supplier_depot_replenishment_distance,depot_timing_feasibility_after_lns,n_depot_timing_infeasible_routes,latest_depot_route_finish_time_after_lns_label,n_remove,rejected_infeasible_moves,notes_or_warnings
wave_speed30_14wave_split,random_regret,150c_cap35,150,35,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/150c_cap35/run_2026_07_17_212302,3299.452873222593,3133.883080257896,165.56979296469717,5.0180984340892945,2819.452873222593,2653.883080257896,165.56979296469717,5.872408598745378,480.0,True,0,17:55,9,0,
wave_speed30_14wave_split,random_regret,200c_cap15,200,15,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/200c_cap15/run_2026_07_17_212303,9306.097227014863,8628.798579277194,677.298647737669,7.27800958033755,7466.097227014864,6788.798579277194,677.2986477376699,9.071655875133454,1840.0,True,0,17:57,8,0,
wave_speed30_14wave_split,random_regret,200c_cap25,200,25,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/200c_cap25/run_2026_07_17_212304,6728.425454234164,6325.418393256142,403.0070609780223,5.989619171962617,5608.425454234164,5205.418393256142,403.0070609780223,7.185743383176576,1120.0,True,0,17:59,13,0,
wave_speed30_14wave_split,random_regret,200c_cap35,200,35,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/200c_cap35/run_2026_07_17_212305,6227.42231235823,5604.454539280656,622.9677730775738,10.003621752796551,5347.42231235823,4724.454539280656,622.9677730775738,11.649870473814198,880.0,True,0,17:57,18,0,
wave_speed30_14wave_split,related_regret,20c_cap15,20,15,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/20c_cap15/run_2026_07_17_212253,139.58790101324328,135.04447944571342,4.543421567529862,3.254882073983481,115.58790101324328,111.0444794457134,4.543421567529876,3.9307068713094124,24.0,True,0,14:20,2,0,
wave_speed30_14wave_split,related_regret,20c_cap25,20,25,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/20c_cap25/run_2026_07_17_212254,122.23786144998746,117.69443988245759,4.543421567529876,3.7168693182584653,98.23786144998746,93.69443988245759,4.543421567529876,4.624919048999163,24.0,True,0,14:20,2,0,
wave_speed30_14wave_split,related_regret,20c_cap35,20,35,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/20c_cap35/run_2026_07_17_212254,122.23786144998746,117.69443988245759,4.543421567529876,3.7168693182584653,98.23786144998746,93.69443988245759,4.543421567529876,4.624919048999163,24.0,True,0,14:20,2,0,
wave_speed30_14wave_split,related_regret,40c_cap15,40,15,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/40c_cap15/run_2026_07_17_212255,462.0353041541975,446.03980625415386,15.995497900043631,3.4619644335025463,366.0353041541975,350.03980625415386,15.995497900043631,4.369933096209022,96.0,True,0,15:23,2,0,
wave_speed30_14wave_split,related_regret,40c_cap25,40,25,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/40c_cap25/run_2026_07_17_212255,352.4975153824383,328.45124594371805,24.04626943872023,6.821684803262087,304.4975153824383,280.45124594371805,24.04626943872023,7.8970330541183404,48.0,True,0,16:39,4,0,
wave_speed30_14wave_split,related_regret,40c_cap35,40,35,dispatch_wave_speed30_14wave_split_repair,/Users/danishali/Desktop/Desktop - Danish’s MacBook Air/Master Thesis/results/hybrid_supplier_customer_kmeans_timing_waves_constructed_split_14wave_v1/40c_cap35/run_2026_07_17_212256,349.7402549291218,315.2526072561921,34.48764767292971,9.860931701990943,301.7402549291218,267.2526072561921,34.48764767292971,11.429581273811408,48.0,True,0,16:39,4,0,
